brand_id,brand_name,company,is_tbwa_client,category
1,Alaska Evaporated Milk,Alaska Milk Corporation,TRUE,Dairy
2,Alaska Condensed Milk,Alaska Milk Corporation,TRUE,Dairy
3,Alaska Powdered Milk,Alaska Milk Corporation,TRUE,Dairy
4,Krem-Top,Alaska Milk Corporation,TRUE,Coffee Creamer
5,Alpine,Alaska Milk Corporation,TRUE,Dairy
6,Cow Bell,Alaska Milk Corporation,TRUE,Dairy
7,Oishi Prawn Crackers,Liwayway Marketing Corporation,TRUE,Snacks
8,Oishi Pillows,Liwayway Marketing Corporation,TRUE,Snacks
9,Oishi Marty's,Liwayway Marketing Corporation,TRUE,Snacks
10,Oishi Ridges,Liwayway Marketing Corporation,TRUE,Snacks
11,Oishi Bread Pan,Liwayway Marketing Corporation,TRUE,Snacks
12,Oishi Gourmet Picks,Liwayway Marketing Corporation,TRUE,Snacks
13,Oishi Crispy Patata,Liwayway Marketing Corporation,TRUE,Snacks
14,Oishi Smart C+,Liwayway Marketing Corporation,TRUE,Beverage
15,Oaties,Liwayway Marketing Corporation,TRUE,Beverage
16,Hi-Ho,Liwayway Marketing Corporation,TRUE,Snacks
17,Rinbee,Liwayway Marketing Corporation,TRUE,Snacks
18,Deli Mex,Liwayway Marketing Corporation,TRUE,Snacks
19,Champion,Peerless Products Manufacturing,TRUE,Home Care
20,Calla,Peerless Products Manufacturing,TRUE,Home Care
21,Hana,Peerless Products Manufacturing,TRUE,Personal Care
22,Cyclone,Peerless Products Manufacturing,TRUE,Home Care
23,Pride,Peerless Products Manufacturing,TRUE,Home Care
24,Care Plus,Peerless Products Manufacturing,TRUE,Personal Care
25,Del Monte Pineapple,Del Monte Philippines,TRUE,Beverage
26,Del Monte Tomato,Del Monte Philippines,TRUE,Condiment
27,Del Monte Spaghetti Sauce,Del Monte Philippines,TRUE,Condiment
28,Del Monte Fruit Cocktail,Del Monte Philippines,TRUE,Canned
29,Del Monte Pasta,Del Monte Philippines,TRUE,Pasta
30,S&W,Del Monte Philippines,TRUE,Canned
31,Today's,Del Monte Philippines,TRUE,Canned
32,Fit 'n Right,Del Monte Philippines,TRUE,Beverage
33,Winston,Japan Tobacco International,TRUE,Tobacco
34,Camel,Japan Tobacco International,TRUE,Tobacco
35,Mevius,Japan Tobacco International,TRUE,Tobacco
36,LD,Japan Tobacco International,TRUE,Tobacco
37,Mighty,Japan Tobacco International,TRUE,Tobacco
38,Caster,Japan Tobacco International,TRUE,Tobacco
39,Glamour,Japan Tobacco International,TRUE,Tobacco
40,Bear Brand,Nestlé,FALSE,Dairy
41,Milo,Nestlé,FALSE,Beverage
42,Nescafé 3-in-1,Nestlé,FALSE,Coffee
43,Maggi,Nestlé,FALSE,Condiment
44,Koko Krunch,Nestlé,FALSE,Cereal
45,Nestlé All Purpose Cream,Nestlé,FALSE,Dairy
46,Nido,Nestlé,FALSE,Dairy
47,Surf,Unilever,FALSE,Home Care
48,Breeze,Unilever,FALSE,Home Care
49,Knorr,Unilever,FALSE,Condiment
50,Dove,Unilever,FALSE,Personal Care
51,Rexona,Unilever,FALSE,Personal Care
52,Sunsilk,Unilever,FALSE,Personal Care
53,Ariel,Procter & Gamble,FALSE,Home Care
54,Tide,Procter & Gamble,FALSE,Home Care
55,Downy,Procter & Gamble,FALSE,Home Care
56,Safeguard,Procter & Gamble,FALSE,Personal Care
57,Pampers,Procter & Gamble,FALSE,Baby Care
58,Head & Shoulders,Procter & Gamble,FALSE,Personal Care
59,Coca-Cola,Coca-Cola FEMSA,FALSE,CSD
60,Sprite,Coca-Cola FEMSA,FALSE,CSD
61,Royal,Coca-Cola FEMSA,FALSE,CSD
62,Minute Maid,Coca-Cola FEMSA,FALSE,Beverage
63,Pepsi,PepsiCo,FALSE,CSD
64,Mountain Dew,PepsiCo,FALSE,CSD
65,7-Up,PepsiCo,FALSE,CSD
66,Gatorade,PepsiCo,FALSE,Beverage
67,Jack 'n Jill Chippy,Universal Robina,FALSE,Snacks
68,Jack 'n Jill Nova,Universal Robina,FALSE,Snacks
69,Piattos,Universal Robina,FALSE,Snacks
70,Great Taste 3-in-1,Universal Robina,FALSE,Coffee
71,C2,Universal Robina,FALSE,Beverage
72,Maxx,Universal Robina,FALSE,Snacks
73,Oreo,Mondelez,FALSE,Snacks
74,Tang,Mondelez,FALSE,Beverage
75,Eden,Mondelez,FALSE,Snacks
76,Toblerone,Mondelez,FALSE,Confectionery
77,Lucky Me Pancit Canton,Monde Nissin,FALSE,Noodles
78,Payless Xtra Big,Monde Nissin,FALSE,Noodles
79,SkyFlakes,Monde Nissin,FALSE,Snacks
80,Fita,Monde Nissin,FALSE,Snacks
81,M.Y. San Grahams,Monde Nissin,FALSE,Snacks
82,Silver Swan Soy Sauce,Nutri Asia,FALSE,Condiment
83,Datu Puti Vinegar,Nutri Asia,FALSE,Condiment
84,UFC Banana Ketchup,Nutri Asia,FALSE,Condiment
85,Mang Tomas,Nutri Asia,FALSE,Condiment
86,Papa Ketchup,Nutri Asia,FALSE,Condiment
87,Century Tuna,Century Pacific,FALSE,Canned
88,Argentina Corned Beef,Century Pacific,FALSE,Canned
89,555 Sardines,Century Pacific,FALSE,Canned
90,Angel Evaporada,Century Pacific,FALSE,Dairy
91,CDO Karne Norte,CDO Foodsphere,FALSE,Canned
92,CDO Meatloaf,CDO Foodsphere,FALSE,Canned
93,Highlands Corned Beef,CDO Foodsphere,FALSE,Canned
94,Tender Juicy Hotdog,Purefoods,FALSE,Frozen
95,Purefoods Corned Beef,Purefoods,FALSE,Canned
96,Star Margarine,Purefoods,FALSE,Spreads
97,Magnolia Ice Cream,San Miguel,FALSE,Frozen
98,Magnolia Cheese,San Miguel,FALSE,Dairy
99,Marlboro,PMFTC,FALSE,Tobacco
100,Fortune,PMFTC,FALSE,Tobacco
101,Philip Morris,PMFTC,FALSE,Tobacco
102,Hope,PMFTC,FALSE,Tobacco
103,Champion Filter,Kentucky Trading,FALSE,Tobacco
104,Two Moon,Korea Tobacco,FALSE,Tobacco
105,Cobra Energy Drink,Asia Brewery,FALSE,Beverage
106,Vitwater,Asia Brewery,FALSE,Beverage
107,Summit Water,Asia Brewery,FALSE,Beverage
108,Absolute Water,Asia Brewery,FALSE,Beverage
109,Kopiko 3-in-1,Mayora,FALSE,Coffee
110,Kopiko Black,Mayora,FALSE,Coffee
111,Energen,Mayora,FALSE,Cereal
112,Colgate,Colgate-Palmolive,FALSE,Personal Care
113,Palmolive,Colgate-Palmolive,FALSE,Personal Care
114,Axion,Colgate-Palmolive,FALSE,Home Care
115,Joy,Procter & Gamble,FALSE,Home Care
116,Mr. Clean,Procter & Gamble,FALSE,Home Care
117,Gillette,Procter & Gamble,FALSE,Personal Care
118,Pantene,Procter & Gamble,FALSE,Personal Care
119,Rejoice,Procter & Gamble,FALSE,Personal Care
120,Whisper,Procter & Gamble,FALSE,Personal Care
121,Zonrox,SC Johnson,FALSE,Home Care
122,Glade,SC Johnson,FALSE,Home Care
123,Baygon,SC Johnson,FALSE,Home Care
124,Mr. Muscle,SC Johnson,FALSE,Home Care
125,Johnson's Baby,Johnson & Johnson,FALSE,Baby Care
126,Modess,Johnson & Johnson,FALSE,Personal Care
127,Listerine,Johnson & Johnson,FALSE,Personal Care
128,Carefree,Johnson & Johnson,FALSE,Personal Care
129,Huggies,Kimberly-Clark,FALSE,Baby Care
130,Kotex,Kimberly-Clark,FALSE,Personal Care
131,Kleenex,Kimberly-Clark,FALSE,Personal Care
132,EQ Diapers,SCA Hygiene,FALSE,Baby Care
133,Charmee,SCA Hygiene,FALSE,Personal Care
134,Sisters,SCA Hygiene,FALSE,Personal Care
135,Friskies,Nestlé Purina,FALSE,Pet Food
136,Alpo,Nestlé Purina,FALSE,Pet Food
137,Dog Chow,Nestlé Purina,FALSE,Pet Food
138,Pedigree,Mars Petcare,FALSE,Pet Food
139,Whiskas,Mars Petcare,FALSE,Pet Food
140,Energizer,Energizer,FALSE,Hardware
141,Eveready,Energizer,FALSE,Hardware
142,Duracell,Duracell,FALSE,Hardware
143,CDR-King,CDR-King,FALSE,Hardware
144,Firefly,Firefly,FALSE,Hardware
145,Ajinomoto,Ajinomoto,FALSE,Condiment
146,Sarsaya,Ajinomoto,FALSE,Condiment
147,Crispy Fry,Ajinomoto,FALSE,Condiment
148,Aji-Ginisa,Ajinomoto,FALSE,Condiment
149,Minola,Bunge,FALSE,Cooking Oil
150,Golden Fiesta,Bunge,FALSE,Cooking Oil
151,Baguio,NutriAsia,FALSE,Cooking Oil
152,Jolly,Fly Ace,FALSE,Canned
153,Ram,Fly Ace,FALSE,Canned
154,Fiesta,RFM,FALSE,Pasta
155,White King,RFM,FALSE,Baking
156,Selecta,RFM-Unilever,FALSE,Frozen
157,Magnolia,San Miguel,FALSE,Dairy
158,Purefoods,San Miguel,FALSE,Meat
159,Monterey,San Miguel,FALSE,Meat
160,San Mig Light,San Miguel,FALSE,Alcohol
161,Red Horse,San Miguel,FALSE,Alcohol
162,Ginebra San Miguel,Ginebra San Miguel,FALSE,Alcohol
163,GSM Blue,Ginebra San Miguel,FALSE,Alcohol
164,Vino Kulafu,Ginebra San Miguel,FALSE,Alcohol
165,Tanduay,Tanduay Distillers,FALSE,Alcohol
